DATE,SHARE_CODE,ISSUER_NAME,INVESTOR_NAME,TOTAL_HOLDING_SHARES,PERCENTAGE,LOCAL_FOREIGN,INVESTOR_TYPE
27-Feb-2026,PZZA,SARIMELATI KENCANA Tbk,JPMCB NA AIF CLT RE-THE SCOTTISH ORIENTAL SMALLER COMPANIES TRUST PLC,211.533.000,"7,00",A,CP
27-Feb-2026,PZZA,SARIMELATI KENCANA Tbk,CLSA LTD,126.353.850,"4,18",A,SC
27-Feb-2026,PZZA,SARIMELATI KENCANA Tbk,TJIOK ARISTO SUNGKONO.S,47.580.000,"1,57",L,ID
27-Feb-2026,RAAM,TRIPAR MULTIVSION PLUS Tbk,RAM JETHMAL PUNJABI,4.599.467.382,"67,50",L,ID
27-Feb-2026,RAAM,TRIPAR MULTIVSION PLUS Tbk,PT. MNC DIGITAL ENTERTAINMENT TBK,619.420.000,"9,09",L,CP
27-Feb-2026,RAAM,TRIPAR MULTIVSION PLUS Tbk,SCOTTS CAPITAL INVESTMENT CORPORATION,300.000.000,"4,40",A,CP
27-Feb-2026,RAAM,TRIPAR MULTIVSION PLUS Tbk,LGT BANK AG,167.271.400,"2,45",A,IB
27-Feb-2026,RAAM,TRIPAR MULTIVSION PLUS Tbk,UOB KAY HIAN PRIVATE LIMITED,150.425.500,"2,21",A,SC
27-Feb-2026,RAAM,TRIPAR MULTIVSION PLUS Tbk,CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,118.694.200,"1,74",A,IB
27-Feb-2026,RAAM,TRIPAR MULTIVSION PLUS Tbk,REGENCY HIGH ENTERPRISE LTD,102.623.000,"1,51",A,CP
27-Feb-2026,RAAM,TRIPAR MULTIVSION PLUS Tbk,SAFARI ASIA LIMITED,89.500.000,"1,31",A,IB
27-Feb-2026,RAFI,SARI KREASI BOGA Tbk,GLOBALASIA CAPITAL INVESTAMA,1.200.000.000,"38,36",L,OT
27-Feb-2026,RAFI,SARI KREASI BOGA Tbk,AGUSTIN WIDYAWATI,154.014.600,"4,92",L,ID
27-Feb-2026,RAFI,SARI KREASI BOGA Tbk,gideon suryatika,135.041.657,"4,32",L,ID
27-Feb-2026,RAFI,SARI KREASI BOGA Tbk,CHANDRA GUNAWAN,118.871.600,"3,80",L,ID
27-Feb-2026,RAFI,SARI KREASI BOGA Tbk,SUSANNA HENDRO,110.384.400,"3,53",L,ID
27-Feb-2026,RAFI,SARI KREASI BOGA Tbk,BATARA BAYU SOEDARWANTO,70.732.200,"2,26",L,ID
27-Feb-2026,RAFI,SARI KREASI BOGA Tbk,YOHANES HALIM,69.601.600,"2,23",L,ID
27-Feb-2026,RAFI,SARI KREASI BOGA Tbk,JOE S,55.050.000,"1,76",L,ID
27-Feb-2026,RAFI,SARI KREASI BOGA Tbk,HO SIE FONG JOHN,40.532.400,"1,30",L,ID
27-Feb-2026,RAFI,SARI KREASI BOGA Tbk,BASUNANDA BINTANG,36.000.000,"1,15",L,ID
27-Feb-2026,RAFI,SARI KREASI BOGA Tbk,SUMITRO,32.220.800,"1,03",L,ID
27-Feb-2026,RAJA,RUKUN RAHARJA Tbk,PT SENTOSA BERSAMA MITRA,1.490.222.504,"35,25",L,CP
27-Feb-2026,RAJA,RUKUN RAHARJA Tbk,HAPSORO,1.163.236.100,"27,52",L,ID
27-Feb-2026,RAJA,RUKUN RAHARJA Tbk,PT BASIS UTAMA PRIMA,523.174.000,"12,38",L,CP
27-Feb-2026,RAJA,RUKUN RAHARJA Tbk,PT ZEZE AJUWEL TAMBANG,59.040.400,"1,40",L,CP
27-Feb-2026,RALS,RAMAYANA LESTARI SENTOSA Tbk,PT. RAMAYANA LESTARI SENTOSA,3.965.000.000,"55,88",L,CP
27-Feb-2026,RALS,RAMAYANA LESTARI SENTOSA Tbk,PT RAMAYANA LESTARI SENTOSA,1.164.736.500,"16,41",L,CP
27-Feb-2026,RALS,RAMAYANA LESTARI SENTOSA Tbk,PAULUS TUMEWU,260.000.000,"3,66",L,ID
27-Feb-2026,RALS,RAMAYANA LESTARI SENTOSA Tbk,JAKARTA INTILAND PT,156.159.200,"2,20",L,CP
27-Feb-2026,RALS,RAMAYANA LESTARI SENTOSA Tbk,LO KHENG HONG. DRS,153.251.700,"2,16",L,ID
27-Feb-2026,RALS,RAMAYANA LESTARI SENTOSA Tbk,NT TST CO S/A EDGBASTON ASIAN EQUITY (JERSEY) TRUST,78.890.100,"1,11",A,OT
27-Feb-2026,RANC,SUPRA BOGA LESTARI Tbk,PT GLOBAL DIGITAL NIAGA TBK,1.103.853.228,"70,56",L,CP
27-Feb-2026,RANC,SUPRA BOGA LESTARI Tbk,PT WIJAYA SUMBER SEJAHTERA,185.113.597,"11,83",L,CP
27-Feb-2026,RANC,SUPRA BOGA LESTARI Tbk,PT PRIMA RASA INTI,90.051.343,"5,76",L,CP
27-Feb-2026,RANC,SUPRA BOGA LESTARI Tbk,PT GUNAPRIMA KARYAPERKASA,72.730.690,"4,65",L,CP
27-Feb-2026,RANC,SUPRA BOGA LESTARI Tbk,PT. EKAPUTRI MANDIRI,36.368.112,"2,32",L,CP
27-Feb-2026,RANC,SUPRA BOGA LESTARI Tbk,KENTJANA WIDJAJA,19.901.400,"1,27",L,ID
27-Feb-2026,RATU,RAHARJA ENERGI CEPU Tbk,RUKUN RAHARJA TBK,1.867.121.000,"68,77",L,CP
27-Feb-2026,RATU,RAHARJA ENERGI CEPU Tbk,CHANDRA DAYA INVESTASI,135.481.100,"4,99",L,CP
27-Feb-2026,RATU,RAHARJA ENERGI CEPU Tbk,MORGAN STANLEY AND CO INTERNATIONAL PLC,66.519.600,"2,45",A,CP
27-Feb-2026,RATU,RAHARJA ENERGI CEPU Tbk,PT PETRINDO JAYA KREASI TBK,43.311.200,"1,60",L,CP
27-Feb-2026,RATU,RAHARJA ENERGI CEPU Tbk,PETROSEA,34.723.300,"1,28",L,CP
27-Feb-2026,RBMS,RISTIA BINTANG MAHKOTASEJATI Tbk,RICHARD R WIRIAHARDJA,1.378.060.918,"51,88",L,ID
27-Feb-2026,RBMS,RISTIA BINTANG MAHKOTASEJATI Tbk,PT. RISTIA BMS CAPITAL,130.089.963,"4,90",L,CP
27-Feb-2026,RBMS,RISTIA BINTANG MAHKOTASEJATI Tbk,REKSA DANA MINNA PADI INDRAPRASTHA SHM SYARIAH,127.977.200,"4,82",L,MF
27-Feb-2026,RBMS,RISTIA BINTANG MAHKOTASEJATI Tbk,PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,123.896.700,"4,66",L,IS
27-Feb-2026,RBMS,RISTIA BINTANG MAHKOTASEJATI Tbk,SIAUW YUNUS SUBANDI,44.172.825,"1,66",L,ID
27-Feb-2026,RBMS,RISTIA BINTANG MAHKOTASEJATI Tbk,AGUS PRAYITNO,29.444.700,"1,11",L,ID
27-Feb-2026,RBMS,RISTIA BINTANG MAHKOTASEJATI Tbk,PT ARTHA ERA PRIMAYASA,29.224.086,"1,10",L,CP
27-Feb-2026,RCCC,UTAMA RADAR CAHAYA Tbk,PT. GELORA RIMBA JAYA,613.620.000,"77,92",L,CP
27-Feb-2026,RCCC,UTAMA RADAR CAHAYA Tbk,DEDI JUSUF,20.349.425,"2,58",L,ID
27-Feb-2026,RCCC,UTAMA RADAR CAHAYA Tbk,DAVID CHRISTIAN WAHYUDI SILAS,20.190.520,"2,56",L,ID
27-Feb-2026,RCCC,UTAMA RADAR CAHAYA Tbk,HENRY ARDIAN SUTANTO,17.898.375,"2,27",L,ID
27-Feb-2026,RCCC,UTAMA RADAR CAHAYA Tbk,ADHITYA CHANDRA WIJAYA,16.380.000,"2,08",L,ID
27-Feb-2026,RCCC,UTAMA RADAR CAHAYA Tbk,DANIEL ADI PRATIKTO,16.258.825,"2,06",L,ID
27-Feb-2026,RCCC,UTAMA RADAR CAHAYA Tbk,YUKKY HARRY WIBOWO,12.219.005,"1,55",L,ID
27-Feb-2026,RCCC,UTAMA RADAR CAHAYA Tbk,DIAN PRIYADI,11.354.120,"1,44",L,ID
27-Feb-2026,RCCC,UTAMA RADAR CAHAYA Tbk,RUDY HARTONO,10.415.095,"1,32",L,ID
27-Feb-2026,RDTX,RODA VIVATEX Tbk,SUTIADI WIDJAJA,114.259.300,"42,51",L,ID
27-Feb-2026,RDTX,RODA VIVATEX Tbk,TURNIADY WIDJAJA,50.441.200,"18,77",L,ID
27-Feb-2026,RDTX,RODA VIVATEX Tbk,WIRIADY WIDJAJA,22.659.900,"8,43",L,ID
27-Feb-2026,RDTX,RODA VIVATEX Tbk,KARTA WIDJAJA,17.182.200,"6,39",L,ID
27-Feb-2026,RDTX,RODA VIVATEX Tbk,TENG GOAT NIO,13.399.000,"4,98",L,ID
27-Feb-2026,RDTX,RODA VIVATEX Tbk,YUNIASARI,12.945.800,"4,82",L,ID
27-Feb-2026,RDTX,RODA VIVATEX Tbk,HERRIJANTO WIDJAJA,7.509.500,"2,79",L,ID
27-Feb-2026,RDTX,RODA VIVATEX Tbk,HENDRY JONATHAN WIDJAJA,6.190.800,"2,30",L,ID
27-Feb-2026,RDTX,RODA VIVATEX Tbk,GUNAWAN WIDJAYA,6.015.600,"2,24",L,ID
27-Feb-2026,RDTX,RODA VIVATEX Tbk,ANTHONNY WIDJAJA,5.911.800,"2,20",L,ID
27-Feb-2026,RDTX,RODA VIVATEX Tbk,LANIWATI WIDJAJA,3.624.300,"1,35",L,ID
27-Feb-2026,RDTX,RODA VIVATEX Tbk,LINDAWATI WIDJAJA,3.426.600,"1,27",L,ID
27-Feb-2026,REAL,REPOWER ASIA INDONESIA Tbk,ENAM BERLIAN SINERGI,3.099.480.000,"46,72",L,CP
27-Feb-2026,REAL,REPOWER ASIA INDONESIA Tbk,PT HARMONI HARUM PROPERTINDO,1.033.160.000,"15,57",L,CP
27-Feb-2026,RELF,GRAHA MITRA ASIA Tbk,PT. RELIFE PROPERTY,1.113.600.000,"19,44",L,CP
27-Feb-2026,RELF,GRAHA MITRA ASIA Tbk,PT. Asia Intrainvesta,990.600.000,"17,29",L,CP
27-Feb-2026,RELF,GRAHA MITRA ASIA Tbk,GHOFAR ROZAQ NAZILA,617.120.000,"10,77",L,ID
27-Feb-2026,RELF,GRAHA MITRA ASIA Tbk,PT NUSA PERKASA INTERNATIONAL,603.360.000,"10,53",L,CP
27-Feb-2026,RELF,GRAHA MITRA ASIA Tbk,PT. RELIFE REALTY INDONESIA,540.000.000,"9,43",L,CP
27-Feb-2026,RELF,GRAHA MITRA ASIA Tbk,PT PATRALAND MULIA JAYA,540.000.000,"9,43",L,CP
27-Feb-2026,RELF,GRAHA MITRA ASIA Tbk,PT Andromeda Bima Berjaya,193.274.400,"3,37",L,CP
27-Feb-2026,RELI,RELIANCE SEKURITAS INDONESIA Tbk,"RELIANCE CAPITAL MANAGEMENT, PT",1.541.616.135,"85,65",L,CP
27-Feb-2026,RELI,RELIANCE SEKURITAS INDONESIA Tbk,"PT RELIANCE SEKURITAS INDONESIA, TBK",70.432.600,"3,91",L,SC
27-Feb-2026,RELI,RELIANCE SEKURITAS INDONESIA Tbk,ANDI GUNAWAN ONG,59.065.300,"3,28",L,ID
27-Feb-2026,RELI,RELIANCE SEKURITAS INDONESIA Tbk,ASIA KAPITAL PROPERTI PT,35.766.210,"1,99",L,CP
27-Feb-2026,RELI,RELIANCE SEKURITAS INDONESIA Tbk,PRIMA INTI MEDIKA. PT,30.000.000,"1,67",L,CP
27-Feb-2026,RELI,RELIANCE SEKURITAS INDONESIA Tbk,"BCORP INVESTAMA INDONESIA, PT",22.277.800,"1,24",L,CP
27-Feb-2026,RGAS,KIAN SANTANG MULIATAMA Tbk,AGUS SALIM,253.125.000,"17,35",L,ID
27-Feb-2026,RGAS,KIAN SANTANG MULIATAMA Tbk,EDY NURHAMID AMIN,210.937.500,"14,46",L,ID
27-Feb-2026,RGAS,KIAN SANTANG MULIATAMA Tbk,TAUFIK DWICAHYONO,210.937.500,"14,46",L,ID
27-Feb-2026,RGAS,KIAN SANTANG MULIATAMA Tbk,FADJAR TRI ANANDA,168.750.000,"11,56",L,ID
27-Feb-2026,RGAS,KIAN SANTANG MULIATAMA Tbk,PLATINUM BERKAH ABADI,140.625.000,"9,64",L,CP
27-Feb-2026,RGAS,KIAN SANTANG MULIATAMA Tbk,PT KIAN MEGAH INVESTAMA,140.625.000,"9,64",L,CP
27-Feb-2026,RGAS,KIAN SANTANG MULIATAMA Tbk,PT. LIMA PALING UTAMA,16.775.400,"1,15",L,CP
27-Feb-2026,RGAS,KIAN SANTANG MULIATAMA Tbk,Euw Hendry Ernanto,15.891.000,"1,09",L,ID
27-Feb-2026,RICY,RICKY PUTRA GLOBALINDO Tbk,SPANOLA HOLDINGS LTD.,125.000.000,"19,48",,
27-Feb-2026,RICY,RICKY PUTRA GLOBALINDO Tbk,RICKY UTAMA RAYA,99.192.100,"15,46",,
27-Feb-2026,RICY,RICKY PUTRA GLOBALINDO Tbk,DENZIN INTERNATIONAL LIMITED,84.095.500,"13,10",,
27-Feb-2026,RICY,RICKY PUTRA GLOBALINDO Tbk,HERLINA TJHANG,31.046.000,"4,84",L,ID
27-Feb-2026,RICY,RICKY PUTRA GLOBALINDO Tbk,GOH POH HENG,30.114.500,"4,69",A,ID
27-Feb-2026,RICY,RICKY PUTRA GLOBALINDO Tbk,Hoenijati Tarjono,30.000.000,"4,67",L,ID
27-Feb-2026,RICY,RICKY PUTRA GLOBALINDO Tbk,UBS AG SINGAPORE BRANCH,19.622.000,"3,06",A,IB
27-Feb-2026,RICY,RICKY PUTRA GLOBALINDO Tbk,EFFENDI GOZALI,19.250.000,"3,00",,
27-Feb-2026,RICY,RICKY PUTRA GLOBALINDO Tbk,ANDY TANUJAYA,19.168.100,"2,99",L,ID
27-Feb-2026,RICY,RICKY PUTRA GLOBALINDO Tbk,RICHARD SAJINO,12.500.000,"1,95",L,ID
27-Feb-2026,RICY,RICKY PUTRA GLOBALINDO Tbk,WINSTON KARIM,10.890.900,"1,70",L,ID
27-Feb-2026,RICY,RICKY PUTRA GLOBALINDO Tbk,ARDELLINE LOVERITT E,8.337.400,"1,30",L,ID
27-Feb-2026,RICY,RICKY PUTRA GLOBALINDO Tbk,IR.PHILIPUS AGUS JUWONO,6.798.500,"1,06",L,ID
27-Feb-2026,RIGS,RIG TENDERS INDONESIA Tbk,PT. SURYA INDAH MUARA PANTAI,490.597.030,"80,54",L,CP
27-Feb-2026,RIGS,RIG TENDERS INDONESIA Tbk,OCBC SECURITIES PRIVATE LIMITED,11.413.000,"1,87",A,SC
27-Feb-2026,RIGS,RIG TENDERS INDONESIA Tbk,DBS VICKERS SECS SINGAPORE (PTE) LTD A/C CLIENTS,9.105.300,"1,49",A,SC
27-Feb-2026,RIGS,RIG TENDERS INDONESIA Tbk,GLAS TRUST (SINGAPORE) LTD.,8.904.600,"1,46",A,IB
27-Feb-2026,RIGS,RIG TENDERS INDONESIA Tbk,KARTIKA HADI,8.458.500,"1,39",L,ID
27-Feb-2026,RIGS,RIG TENDERS INDONESIA Tbk,LIM IK NEN,8.469.000,"1,39",L,ID
27-Feb-2026,RIGS,RIG TENDERS INDONESIA Tbk,RUDY SUSANTO,6.959.100,"1,14",L,ID
27-Feb-2026,RIMO,RIMO INTERNATIONAL LESTARI Tbk,JAKSA AGUNG MUDA BIDANG TINDAK PIDANA KHUSUS KEJAKSAAN REPUBLIK INDONESIA KEJAKSAAN REPUBLIK INDONESIA,8.194.842.171,"18,18",L,OT
27-Feb-2026,RIMO,RIMO INTERNATIONAL LESTARI Tbk,UBS SWITZERLAND AG,4.769.888.939,"10,58",A,IB
27-Feb-2026,RIMO,RIMO INTERNATIONAL LESTARI Tbk,PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,3.784.665.833,"8,40",L,IS
27-Feb-2026,RIMO,RIMO INTERNATIONAL LESTARI Tbk,RETAIL DEVELOPMENT GROUP LIMITED,2.251.480.000,"4,99",A,CP
27-Feb-2026,RIMO,RIMO INTERNATIONAL LESTARI Tbk,PT SINAR MAS MULTIARTHA Tbk,2.200.000.000,"4,88",L,CP
27-Feb-2026,RIMO,RIMO INTERNATIONAL LESTARI Tbk,"CAPITAL LIFE SYARIAH, PT",1.560.635.600,"3,46",L,IS
27-Feb-2026,RIMO,RIMO INTERNATIONAL LESTARI Tbk,PT GASA PERDANA CIPTADAYA,1.395.860.700,"3,10",L,CP
27-Feb-2026,RIMO,RIMO INTERNATIONAL LESTARI Tbk,REKSA DANA EMCO MANTAP,1.189.826.500,"2,64",L,MF
27-Feb-2026,RIMO,RIMO INTERNATIONAL LESTARI Tbk,REKSA DANA CAPITAL EQUITY FUND,869.050.600,"1,93",L,MF
27-Feb-2026,RIMO,RIMO INTERNATIONAL LESTARI Tbk,PT WAHANA BERSAMA NUSANTARA,864.221.800,"1,92",L,CP
27-Feb-2026,RIMO,RIMO INTERNATIONAL LESTARI Tbk,REKSA DANA POOL ADVISTA KAPITAL OPTIMAL,772.010.000,"1,71",L,MF
27-Feb-2026,RIMO,RIMO INTERNATIONAL LESTARI Tbk,PT Yuanta Sekuritas Indonesia,745.914.350,"1,65",L,SC
27-Feb-2026,RIMO,RIMO INTERNATIONAL LESTARI Tbk,REKSA DANA PACIFIC EQUITY FUND,619.061.200,"1,37",L,MF
27-Feb-2026,RIMO,RIMO INTERNATIONAL LESTARI Tbk,Reksa Dana Pan Arcadia Dana Saham Bertumbuh,610.982.000,"1,36",L,MF
27-Feb-2026,RIMO,RIMO INTERNATIONAL LESTARI Tbk,REKSA DANA EMCO GROWTH FUND,613.157.800,"1,36",L,MF
27-Feb-2026,RIMO,RIMO INTERNATIONAL LESTARI Tbk,YUDI DAUNAWATI,613.861.386,"1,36",,
27-Feb-2026,RIMO,RIMO INTERNATIONAL LESTARI Tbk,PT. Victoria Investama Tbk,519.355.226,"1,15",L,CP
27-Feb-2026,RIMO,RIMO INTERNATIONAL LESTARI Tbk,ARIEF EFFENDI,495.851.900,"1,10",A,ID
27-Feb-2026,RIMO,RIMO INTERNATIONAL LESTARI Tbk,REKSA DANA SYARIAH EMCO SAHAM SYARIAH BAROKAH,462.347.200,"1,03",L,MF
27-Feb-2026,RISE,JAYA SUKSES MAKMUR SENTOSA Tbk,PT TANCORP GLOBAL SENTOSA,13.006.669.200,"80,30",L,CP
27-Feb-2026,RISE,JAYA SUKSES MAKMUR SENTOSA Tbk,"TIARA DAMAI SAMUDRA, PT",657.860.000,"4,06",L,CP
27-Feb-2026,RISE,JAYA SUKSES MAKMUR SENTOSA Tbk,PT RODECO ANUGRAH BUANA,484.470.600,"2,99",L,CP
27-Feb-2026,RISE,JAYA SUKSES MAKMUR SENTOSA Tbk,"BERKAT NIRWANA SENTOSA, PT",387.094.000,"2,39",L,CP
27-Feb-2026,RISE,JAYA SUKSES MAKMUR SENTOSA Tbk,UOB KAY HIAN PRIVATE LIMITED,382.650.000,"2,36",A,SC
27-Feb-2026,RISE,JAYA SUKSES MAKMUR SENTOSA Tbk,PT NOVA INVESTAMA MANDIRI,340.885.200,"2,10",L,CP
27-Feb-2026,RISE,JAYA SUKSES MAKMUR SENTOSA Tbk,PT PRIMA SARANA ABADI,215.000.000,"1,33",L,CP
27-Feb-2026,RLCO,ABADI LESTARI INDONESIA Tbk,REALCO OMEGA INVESTAMA PT,2.425.000.000,"77,60",L,CP
27-Feb-2026,RLCO,ABADI LESTARI INDONESIA Tbk,PT SAMUEL SEKURITAS INDONESIA,87.910.100,"2,81",L,SC
27-Feb-2026,RLCO,ABADI LESTARI INDONESIA Tbk,CAKRA WIJAYA KAPITAL PT,84.869.600,"2,72",L,CP
27-Feb-2026,RLCO,ABADI LESTARI INDONESIA Tbk,PT SAMUEL TUMBUH BERSAMA,74.764.000,"2,39",L,CP
27-Feb-2026,RLCO,ABADI LESTARI INDONESIA Tbk,EDWIN PRANATA,72.500.000,"2,32",L,ID
27-Feb-2026,RLCO,ABADI LESTARI INDONESIA Tbk,Resources Fortune LTD,67.346.700,"2,16",A,OT
27-Feb-2026,RLCO,ABADI LESTARI INDONESIA Tbk,EUNICE M SATYONO,63.330.000,"2,03",L,ID
27-Feb-2026,RLCO,ABADI LESTARI INDONESIA Tbk,DHANA PRATAMA INVESTAMA PT,62.474.600,"2,00",L,CP
27-Feb-2026,RLCO,ABADI LESTARI INDONESIA Tbk,INDO ALAM RESOURCES PTE. LTD,40.291.200,"1,29",A,OT
27-Feb-2026,RMKE,RMK ENERGY Tbk,PT RMK INVESTAMA,2.485.000.000,"56,80",L,CP
27-Feb-2026,RMKE,RMK ENERGY Tbk,PT ASA KAPITAL SEJAHTERA,204.647.600,"4,68",L,CP
27-Feb-2026,RMKE,RMK ENERGY Tbk,PT ARTHA DANA INDONESIA,196.044.100,"4,48",L,CP
27-Feb-2026,RMKE,RMK ENERGY Tbk,PT. ALPHA INVESTASI ASIA,192.748.800,"4,41",L,CP
27-Feb-2026,RMKE,RMK ENERGY Tbk,BINA BUANA KAPITAL PT,189.960.000,"4,34",L,CP
27-Feb-2026,RMKE,RMK ENERGY Tbk,PT MITRA INVESTASI GEMILANG,186.224.100,"4,26",L,CP
27-Feb-2026,RMKE,RMK ENERGY Tbk,PT CIPTA INVESTA INDONESIA,183.141.200,"4,19",L,CP
27-Feb-2026,RMKE,RMK ENERGY Tbk,PT GLOBAL MULTI INVESTASI,147.177.200,"3,36",L,CP
27-Feb-2026,RMKE,RMK ENERGY Tbk,TONY SAPUTRA,70.000.000,"1,60",L,ID
27-Feb-2026,RMKE,RMK ENERGY Tbk,PT MAGNA INVESTASI SEJAHTERA,68.803.900,"1,57",L,CP
27-Feb-2026,RMKE,RMK ENERGY Tbk,PT WAHANA INVESTASI INDONESIA,46.144.800,"1,05",L,CP
27-Feb-2026,RMKO,ROYALTAMA MULIA KONTRAKTORINDO Tbk,PT RMK INVESTAMA,192.500.000,"15,40",L,CP
27-Feb-2026,RMKO,ROYALTAMA MULIA KONTRAKTORINDO Tbk,ANDRY HAKIM,30.000.000,"2,40",L,ID
27-Feb-2026,ROCK,ROCKFIELDS PROPERTI INDONESIA Tbk,LUCIANA,387.500.000,"27,00",L,ID
27-Feb-2026,ROCK,ROCKFIELDS PROPERTI INDONESIA Tbk,PO SUN KOK,387.499.998,"27,00",L,ID
27-Feb-2026,ROCK,ROCKFIELDS PROPERTI INDONESIA Tbk,PT POLLUX HOTELS GROUP TBK,373.148.100,"26,00",L,CP
27-Feb-2026,ROCK,ROCKFIELDS PROPERTI INDONESIA Tbk,PT GOLDEN FLOWER GLOBAL RESOURCES,62.417.000,"4,35",L,CP
27-Feb-2026,ROCK,ROCKFIELDS PROPERTI INDONESIA Tbk,BANK JULIUS BAER & CO. LTD,60.277.000,"4,20",A,IB
27-Feb-2026,ROCK,ROCKFIELDS PROPERTI INDONESIA Tbk,PT GRAHA METTA ARYA,55.254.000,"3,85",L,CP
27-Feb-2026,ROCK,ROCKFIELDS PROPERTI INDONESIA Tbk,PT KARIMUN JAWA PRATAMA,53.819.000,"3,75",L,CP
27-Feb-2026,ROCK,ROCKFIELDS PROPERTI INDONESIA Tbk,PT SURYA MASINDO,52.384.000,"3,65",L,CP
27-Feb-2026,RODA,PIKKO LAND DEVELOPMENT Tbk,NIO YANTONY,3.603.968.900,"26,52",L,ID
27-Feb-2026,RODA,PIKKO LAND DEVELOPMENT Tbk,KWAN SIOE MOEI,3.595.930.500,"26,46",L,ID
27-Feb-2026,RODA,PIKKO LAND DEVELOPMENT Tbk,GINAWAN CHONDRO,1.438.993.800,"10,59",L,ID
27-Feb-2026,RODA,PIKKO LAND DEVELOPMENT Tbk,HSBC RBWM CAROLINE DEWI,884.242.500,"6,51",L,ID
27-Feb-2026,RODA,PIKKO LAND DEVELOPMENT Tbk,SICILIA ALEXANDER S,875.852.600,"6,44",L,ID
27-Feb-2026,RODA,PIKKO LAND DEVELOPMENT Tbk,WIRAWAN CHONDRO,753.034.900,"5,54",L,ID
27-Feb-2026,RODA,PIKKO LAND DEVELOPMENT Tbk,KINGSWOOD UNION CORPORATION,678.901.100,"4,99",A,OT
27-Feb-2026,RODA,PIKKO LAND DEVELOPMENT Tbk,"GAN, LEONITA",402.429.200,"2,96",L,ID
27-Feb-2026,RODA,PIKKO LAND DEVELOPMENT Tbk,LISNAWATI CHONDRO,223.168.900,"1,64",L,ID
27-Feb-2026,RODA,PIKKO LAND DEVELOPMENT Tbk,Stephanus Abrian Natan,160.973.700,"1,18",L,ID
27-Feb-2026,RONY,ARACORD NUSANTARA GROUP Tbk,HONOUR ACCORD LIMITED,1.000.001.600,"80,00",A,CP
27-Feb-2026,RONY,ARACORD NUSANTARA GROUP Tbk,LUTING QIU,60.625.000,"4,85",L,ID
27-Feb-2026,RONY,ARACORD NUSANTARA GROUP Tbk,WANTING HUANG,58.977.600,"4,72",L,ID
27-Feb-2026,RONY,ARACORD NUSANTARA GROUP Tbk,GUANG CHEN,55.625.000,"4,45",L,ID
27-Feb-2026,RONY,ARACORD NUSANTARA GROUP Tbk,SHUAI HU,40.625.000,"3,25",L,ID
27-Feb-2026,RONY,ARACORD NUSANTARA GROUP Tbk,PT QINFA INTERNASIONAL INVESTASI,19.922.900,"1,59",L,CP
27-Feb-2026,ROTI,NIPPON INDOSARI CORPINDO Tbk,PT. INDORITEL MAKMUR INTERNASIONAL TBK,1.594.467.000,"25,77",L,CP
27-Feb-2026,ROTI,NIPPON INDOSARI CORPINDO Tbk,DEMETER INDO INVESTMENT PTE LTD,1.370.798.546,"22,16",A,CP
27-Feb-2026,ROTI,NIPPON INDOSARI CORPINDO Tbk,BONLIGHT INVESTMENTS LIMITED,1.285.984.899,"20,79",A,CP
27-Feb-2026,ROTI,NIPPON INDOSARI CORPINDO Tbk,"NIPPON INDOSARI CORPINDO TBK, PT.",564.213.400,"9,12",L,CP
27-Feb-2026,ROTI,NIPPON INDOSARI CORPINDO Tbk,PASCO SHIKISHIMA CORPORATION,525.864.777,"8,50",A,CP
27-Feb-2026,ROTI,NIPPON INDOSARI CORPINDO Tbk,LIEF HOLDINGS PTE LTD,375.033.700,"6,06",A,CP
27-Feb-2026,ROTI,NIPPON INDOSARI CORPINDO Tbk,DBS BANK LTD S/A ALBIZIA ASEAN OPPORTUNITIES FUND,122.685.011,"1,98",A,IB
27-Feb-2026,ROTI,NIPPON INDOSARI CORPINDO Tbk,LANDWELL PROPERTIES INC.,112.225.966,"1,81",A,CP
27-Feb-2026,RSCH,CHARLIE HOSPITAL SEMARANG Tbk,PT. WAHYU AGUNG,2.105.000.000,"79,43",L,CP
27-Feb-2026,RSCH,CHARLIE HOSPITAL SEMARANG Tbk,PT INVESTASI HARMONI SEJAHTERA,127.180.400,"4,80",L,CP
27-Feb-2026,RSCH,CHARLIE HOSPITAL SEMARANG Tbk,PT KONSULTAMA SUKSES INDONESIA,126.401.900,"4,77",L,CP
27-Feb-2026,RSCH,CHARLIE HOSPITAL SEMARANG Tbk,THEO CHANDRA HUTOMO,34.435.100,"1,30",L,ID
27-Feb-2026,RSCH,CHARLIE HOSPITAL SEMARANG Tbk,NANCY,27.684.200,"1,04",L,ID
27-Feb-2026,RSCH,CHARLIE HOSPITAL SEMARANG Tbk,BENNY ANDREWIJAYA,27.000.000,"1,02",L,ID
27-Feb-2026,RSGK,KEDOYA ADYARAYA Tbk,PT SARANA MEDITAMA METROPOLITAN TBK,742.242.200,"79,84",L,CP
27-Feb-2026,RSGK,KEDOYA ADYARAYA Tbk,PT. BESTAMA MEDIKACENTER INVESTAMA,122.055.540,"13,13",L,CP
27-Feb-2026,RSGK,KEDOYA ADYARAYA Tbk,PT. INTIMANUNGGAL MULTI DEVELOPMENT,21.800.000,"2,34",L,CP
