DATE,SHARE_CODE,ISSUER_NAME,INVESTOR_NAME,TOTAL_HOLDING_SHARES,PERCENTAGE,LOCAL_FOREIGN,INVESTOR_TYPE
27-Feb-2026,BUDI,BUDI STARCH & SWEETENER Tbk,CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,203.697.599,"4,53",A,IB
27-Feb-2026,BUDI,BUDI STARCH & SWEETENER Tbk,PHILLIP SECURITIES PTE LTD,187.381.466,"4,16",A,SC
27-Feb-2026,BUKA,BUKALAPAK.COM Tbk,KREATIF MEDIA KARYA PT,46.321.746.385,"44,91",L,CP
27-Feb-2026,BUKA,BUKALAPAK.COM Tbk,PT ELANG MAHKOTA TEKNOLOGI TBK,10.821.706.040,"10,49",L,CP
27-Feb-2026,BUKA,BUKALAPAK.COM Tbk,BUKALAPAK.COM TBK PT,10.786.007.907,"10,46",L,CP
27-Feb-2026,BUKA,BUKALAPAK.COM Tbk,EMPLOYEES PROVIDENT FUND BOARD,2.301.614.200,"2,23",A,PF
27-Feb-2026,BUKA,BUKALAPAK.COM Tbk,MIRAE ASSET NAVER ASIA GROWTH INVESTMENT PTE LTD,1.857.930.509,"1,80",A,CP
27-Feb-2026,BUKA,BUKALAPAK.COM Tbk,WILLIX HALIM,1.438.287.844,"1,39",L,ID
27-Feb-2026,BUKA,BUKALAPAK.COM Tbk,ACHMAD ZAKY SYAIFUDIN,1.238.240.242,"1,20",L,ID
27-Feb-2026,BUKA,BUKALAPAK.COM Tbk,MUHAMAD FAJRIN RASYID,1.221.500.033,"1,18",L,ID
27-Feb-2026,BUKK,BUKAKA TEKNIK UTAMA Tbk,SOLIHIN JUSUF KALLA,789.812.604,"29,91",L,ID
27-Feb-2026,BUKK,BUKAKA TEKNIK UTAMA Tbk,IR ACHMAD KALLA,674.951.762,"25,56",L,ID
27-Feb-2026,BUKK,BUKAKA TEKNIK UTAMA Tbk,SUHAELLY KALLA,418.017.080,"15,83",L,ID
27-Feb-2026,BUKK,BUKAKA TEKNIK UTAMA Tbk,DRS SUHAELI KALLA,382.472.710,"14,49",L,ID
27-Feb-2026,BUKK,BUKAKA TEKNIK UTAMA Tbk,KOPERASI PURNA BAKTI ENERGI,116.896.974,"4,43",L,OT
27-Feb-2026,BUKK,BUKAKA TEKNIK UTAMA Tbk,NADIA ACHMAD,50.999.122,"1,93",L,ID
27-Feb-2026,BUKK,BUKAKA TEKNIK UTAMA Tbk,LAILA ACHMAD,46.999.122,"1,78",L,ID
27-Feb-2026,BUKK,BUKAKA TEKNIK UTAMA Tbk,PT BUKAKA INVESTINDO,36.901.500,"1,40",L,CP
27-Feb-2026,BULL,BUANA LINTAS LAUTAN Tbk,PT DELTA ROYAL SEJAHTERA,2.251.898.042,"14,53",L,CP
27-Feb-2026,BULL,BUANA LINTAS LAUTAN Tbk,FORTUNE STREET LIMITED,1.408.585.144,"9,09",A,CP
27-Feb-2026,BULL,BUANA LINTAS LAUTAN Tbk,PT. KB VALBURY SEKURITAS,1.060.000.000,"6,84",L,SC
27-Feb-2026,BULL,BUANA LINTAS LAUTAN Tbk,INTERVENTURES CAPITAL PTE. LTD,771.000.000,"4,98",A,OT
27-Feb-2026,BULL,BUANA LINTAS LAUTAN Tbk,KINGSWOOD UNION CORPORATION,664.974.200,"4,29",A,OT
27-Feb-2026,BULL,BUANA LINTAS LAUTAN Tbk,ARIES LIMAN,398.444.400,"2,57",L,ID
27-Feb-2026,BULL,BUANA LINTAS LAUTAN Tbk,"PANIN SEKURITAS Tbk, PT",338.055.039,"2,18",L,SC
27-Feb-2026,BULL,BUANA LINTAS LAUTAN Tbk,WONG KEVIN,298.137.950,"1,92",L,ID
27-Feb-2026,BULL,BUANA LINTAS LAUTAN Tbk,UBS AG SINGAPORE BRANCH,210.468.100,"1,36",A,IB
27-Feb-2026,BULL,BUANA LINTAS LAUTAN Tbk,PT DANATAMA MAKMUR SEKURITAS,203.108.094,"1,31",L,SC
27-Feb-2026,BULL,BUANA LINTAS LAUTAN Tbk,PT TRUKINDO PERSADA SEJAHTERA,196.130.500,"1,27",L,CP
27-Feb-2026,BULL,BUANA LINTAS LAUTAN Tbk,Sylvia,184.753.100,"1,19",L,ID
27-Feb-2026,BULL,BUANA LINTAS LAUTAN Tbk,PT DANATAMA KAPITAL INVESTAMA,182.577.694,"1,18",L,CP
27-Feb-2026,BULL,BUANA LINTAS LAUTAN Tbk,NAN HUI MARITIME (PTE) LTD,164.160.326,"1,06",A,CP
27-Feb-2026,BULL,BUANA LINTAS LAUTAN Tbk,NAN HUA MARITIME (PTE) LTD,164.430.450,"1,06",A,CP
27-Feb-2026,BUMI,BUMI RESOURCES Tbk,Mach Energy (Hongkong) Limited,170.000.000.000,"45,78",A,CP
27-Feb-2026,BUMI,BUMI RESOURCES Tbk,UBS SWITZERLAND AG,18.948.730.283,"5,10",A,IB
27-Feb-2026,BUMI,BUMI RESOURCES Tbk,CRIS DEVELOPMENTS LIMITED,14.771.574.700,"3,98",A,CP
27-Feb-2026,BUMI,BUMI RESOURCES Tbk,Treasure Global Investments Limited,11.805.000.000,"3,18",A,CP
27-Feb-2026,BUMI,BUMI RESOURCES Tbk,GLAS TRUST (SINGAPORE) LTD.,7.716.639.554,"2,08",A,IB
27-Feb-2026,BUMI,BUMI RESOURCES Tbk,PT BAKRIE CAPITAL INDONESIA,4.390.143.957,"1,18",L,CP
27-Feb-2026,BUMI,BUMI RESOURCES Tbk,BANK OF SINGAPORE LIMITED,3.853.411.201,"1,04",A,IB
27-Feb-2026,BUVA,BUKIT ULUWATU VILLA Tbk,NUSANTARA UTAMA INVESTAMA PT,15.173.281.772,"61,64",L,CP
27-Feb-2026,BUVA,BUKIT ULUWATU VILLA Tbk,PT TATA TIRTA DATUN,969.574.600,"3,94",L,CP
27-Feb-2026,BUVA,BUKIT ULUWATU VILLA Tbk,FARPOINT LIMITED,720.756.608,"2,93",A,CP
27-Feb-2026,BUVA,BUKIT ULUWATU VILLA Tbk,PT BASIS UTAMA PRIMA,709.826.076,"2,88",L,CP
27-Feb-2026,BUVA,BUKIT ULUWATU VILLA Tbk,"LIKUPANG GRHA SENTOSA PROPERTI, PT",573.285.407,"2,33",L,CP
27-Feb-2026,BUVA,BUKIT ULUWATU VILLA Tbk,CASK & CASH PTE. LTD.,479.436.859,"1,95",A,CP
27-Feb-2026,BUVA,BUKIT ULUWATU VILLA Tbk,ALBERT KURNIAWAN BUDI S,477.572.682,"1,94",L,ID
27-Feb-2026,BUVA,BUKIT ULUWATU VILLA Tbk,GARUDA ONE VCC - ALPHA EDGE VENTURES,392.094.286,"1,59",A,OT
27-Feb-2026,BUVA,BUKIT ULUWATU VILLA Tbk,FERRY SUDJONO,299.083.186,"1,21",L,ID
27-Feb-2026,BVIC,BANK VICTORIA INTERNATIONAL Tbk,PT. Victoria Investama Tbk,7.381.035.600,"40,07",L,CP
27-Feb-2026,BVIC,BANK VICTORIA INTERNATIONAL Tbk,VICTORIA INVESTAMA TBK,3.701.036.342,"20,09",L,CP
27-Feb-2026,BVIC,BANK VICTORIA INTERNATIONAL Tbk,Chemical Asia Corporation PTE. LTD.,1.958.234.404,"10,63",A,CP
27-Feb-2026,BVIC,BANK VICTORIA INTERNATIONAL Tbk,SUZANNA TANOJO,1.163.587.703,"6,32",L,ID
27-Feb-2026,BVIC,BANK VICTORIA INTERNATIONAL Tbk,PT. BINTANG MITRA SEMESTARAYA TBK,850.186.000,"4,62",L,CP
27-Feb-2026,BVIC,BANK VICTORIA INTERNATIONAL Tbk,DEG-DEUTSCHE INV UND EG MBH,780.394.335,"4,24",A,IB
27-Feb-2026,BVIC,BANK VICTORIA INTERNATIONAL Tbk,TRANS-UNIVERSAL HOLDINGS LTD,349.503.648,"1,90",A,OT
27-Feb-2026,BVIC,BANK VICTORIA INTERNATIONAL Tbk,Louise Li,579.591.915,"3,15",A,ID
27-Feb-2026,BWPT,"EAGLE HIGH PLANTATIONS, Tbk",CS AG SG BR S/A PT RAJAWALI CAPITAL INTERNATIONAL-2023334066,11.886.121.516,"37,70",L,CP
27-Feb-2026,BWPT,"EAGLE HIGH PLANTATIONS, Tbk",FIC PROPERTIES SDN BHD,11.664.357.670,"37,00",A,MF
27-Feb-2026,BWPT,"EAGLE HIGH PLANTATIONS, Tbk",UBS AG HONG KONG,1.090.075.000,"3,46",A,IB
27-Feb-2026,BWPT,"EAGLE HIGH PLANTATIONS, Tbk","REZEKI SELARAS PERKASA, PT",805.274.800,"2,55",L,CP
27-Feb-2026,BWPT,"EAGLE HIGH PLANTATIONS, Tbk",PT TASPEN (PERSERO),656.857.500,"2,08",L,IS
27-Feb-2026,BWPT,"EAGLE HIGH PLANTATIONS, Tbk","PT. EAGLE HIGH PLANTATIONS, TBK",402.922.800,"1,28",L,CP
27-Feb-2026,BYAN,BAYAN RESOURCES Tbk,LOW TUCK KWONG,13.406.921.870,"40,22",L,ID
27-Feb-2026,BYAN,BAYAN RESOURCES Tbk,ELAINE LOW,7.333.333.700,"22,00",A,ID
27-Feb-2026,BYAN,BAYAN RESOURCES Tbk,"SUMBER SURYADAYA PRIMA, PT",3.333.380.000,"10,00",L,CP
27-Feb-2026,BYAN,BAYAN RESOURCES Tbk,"KOREA EAST-WEST POWER CO,LTD.",1.333.333.400,"4,00",A,CP
27-Feb-2026,BYAN,BAYAN RESOURCES Tbk,"KOREA WESTERN POWER CO.,LTD.",1.333.333.400,"4,00",A,CP
27-Feb-2026,BYAN,BAYAN RESOURCES Tbk,"KOREA SOUTHERN POWER CO.,LTD.",1.333.333.400,"4,00",A,CP
27-Feb-2026,BYAN,BAYAN RESOURCES Tbk,"KOREA MIDLAND POWER CO.,LTD.",1.333.333.400,"4,00",A,CP
27-Feb-2026,BYAN,BAYAN RESOURCES Tbk,KOREA SOUTH-EAST POWER CO.LTD,1.333.333.400,"4,00",A,CP
27-Feb-2026,BYAN,BAYAN RESOURCES Tbk,LIM CHAI HOCK,1.086.740.000,"3,26",L,ID
27-Feb-2026,BYAN,BAYAN RESOURCES Tbk,JENNY QUANTERO,994.975.000,"2,98",L,ID
27-Feb-2026,CAKK,CAHAYAPUTRA ASA KERAMIK Tbk,KOBIN KERAMIK INDUSTRI PT,1.066.636.700,"88,64",L,CP
27-Feb-2026,CAKK,CAHAYAPUTRA ASA KERAMIK Tbk,SUKADI,20.901.600,"1,74",L,ID
27-Feb-2026,CAKK,CAHAYAPUTRA ASA KERAMIK Tbk,ROY TJOKROWIDJOYO,18.297.900,"1,52",L,ID
27-Feb-2026,CAMP,CAMPINA ICE CREAM INDUSTRY Tbk,SABANA PRAWIRA WIDJAJA,4.940.010.100,"83,94",L,ID
27-Feb-2026,CAMP,CAMPINA ICE CREAM INDUSTRY Tbk,JUSTIANI HADIPRANOTO,297.974.000,"5,06",L,ID
27-Feb-2026,CAMP,CAMPINA ICE CREAM INDUSTRY Tbk,SUHENDRA PRAWIRAWIDJAJA,173.889.400,"2,95",L,ID
27-Feb-2026,CAMP,CAMPINA ICE CREAM INDUSTRY Tbk,HENDRO HADIPRANOTO,89.430.900,"1,52",L,ID
27-Feb-2026,CAMP,CAMPINA ICE CREAM INDUSTRY Tbk,LISTIJANI HADIPRANOTO,88.833.700,"1,51",L,ID
27-Feb-2026,CANI,CAPITOL NUSANTARA INDONESIA Tbk,PT. ANUGRAH SEMESTA LANGGENG,325.041.600,"39,00",L,CP
27-Feb-2026,CANI,CAPITOL NUSANTARA INDONESIA Tbk,CIPTA NUSANTARA ABADI PT,300.038.400,"36,00",,
27-Feb-2026,CANI,CAPITOL NUSANTARA INDONESIA Tbk,OCBC SECURITIES PRIVATE LIMITED,67.500.000,"8,10",A,SC
27-Feb-2026,CANI,CAPITOL NUSANTARA INDONESIA Tbk,RICHARD LIMSON,36.421.500,"4,37",L,ID
27-Feb-2026,CANI,CAPITOL NUSANTARA INDONESIA Tbk,NG KOK TECK,17.445.600,"2,09",A,ID
27-Feb-2026,CANI,CAPITOL NUSANTARA INDONESIA Tbk,DR JAMIN BASUKI,13.702.700,"1,64",L,ID
27-Feb-2026,CANI,CAPITOL NUSANTARA INDONESIA Tbk,LING DAW JOU,12.199.900,"1,46",L,ID
27-Feb-2026,CANI,CAPITOL NUSANTARA INDONESIA Tbk,RUDYANTO,10.000.000,"1,20",L,ID
27-Feb-2026,CARE,METRO HEALTHCARE INDONESIA Tbk,PT METRO HEALTHCARE INTERNATIONAL,16.599.999.999,"49,92",L,CP
27-Feb-2026,CARE,METRO HEALTHCARE INDONESIA Tbk,BANK JULIUS BAER & CO. LTD,5.643.313.300,"16,97",A,IB
27-Feb-2026,CARE,METRO HEALTHCARE INDONESIA Tbk,"CAPITAL LIFE SYARIAH, PT",1.581.279.600,"4,76",L,IS
27-Feb-2026,CARE,METRO HEALTHCARE INDONESIA Tbk,PT. Sejahtera Mahkota Persada,1.167.194.804,"3,51",L,CP
27-Feb-2026,CARE,METRO HEALTHCARE INDONESIA Tbk,LGT BANK AG,1.000.000.000,"3,01",A,IB
27-Feb-2026,CARE,METRO HEALTHCARE INDONESIA Tbk,BANK OF SINGAPORE LIMITED,755.459.200,"2,27",A,IB
27-Feb-2026,CARE,METRO HEALTHCARE INDONESIA Tbk,PT ARIMA KARYA PERSADA,706.910.800,"2,13",L,CP
27-Feb-2026,CARE,METRO HEALTHCARE INDONESIA Tbk,PT. ALANA CIPTA SELARAS,359.194.275,"1,08",L,CP
27-Feb-2026,CARE,METRO HEALTHCARE INDONESIA Tbk,TJANDRA MINATA SUTIONO,352.273.170,"1,06",L,ID
27-Feb-2026,CARE,METRO HEALTHCARE INDONESIA Tbk,WELLINGTON INVESTMENTS PTE.LTD,340.000.000,"1,02",A,CP
27-Feb-2026,CARS,INDUSTRI DAN PERDAGANGAN BINTRACO DHARM,AP TTb BkERJAYA TRIMAKMUR SEJAHTERA,748.351.400,"4,99",L,CP
27-Feb-2026,CARS,INDUSTRI DAN PERDAGANGAN BINTRACO DHARM,"AT TRbINkUGRAHA THOHIR HARMONI, PT",748.000.000,"4,99",L,CP
27-Feb-2026,CARS,INDUSTRI DAN PERDAGANGAN BINTRACO DHARM,AM TbAkRUARAR SIRAIT,737.518.000,"4,92",L,ID
27-Feb-2026,CARS,INDUSTRI DAN PERDAGANGAN BINTRACO DHARM,AS TAbNkDPIPER GLOBAL FUND,711.034.500,"4,74",A,IB
27-Feb-2026,CARS,INDUSTRI DAN PERDAGANGAN BINTRACO DHARM,AA TGbRkA CAPITAL PARTNER PT,673.639.800,"4,49",L,CP
27-Feb-2026,CARS,INDUSTRI DAN PERDAGANGAN BINTRACO DHARM,AS TILbVkERCITY ENTERPRISE LIMITED,650.588.000,"4,34",A,CP
27-Feb-2026,CARS,INDUSTRI DAN PERDAGANGAN BINTRACO DHARM,AO TTbNkIEL I S KOROMPIS,627.231.000,"4,18",L,ID
27-Feb-2026,CARS,INDUSTRI DAN PERDAGANGAN BINTRACO DHARM,AT TJbOkMO TJENGUNDORO.TJENG,620.513.500,"4,14",L,ID
27-Feb-2026,CARS,INDUSTRI DAN PERDAGANGAN BINTRACO DHARM,AP TEbDkAGANG ASET KRIPTO PT,562.000.000,"3,75",L,CP
27-Feb-2026,CARS,INDUSTRI DAN PERDAGANGAN BINTRACO DHARM,AM TbAkYBANK SECURITIES PTE. LTD.,497.124.500,"3,31",A,SC
27-Feb-2026,CARS,INDUSTRI DAN PERDAGANGAN BINTRACO DHARM,AY TAbBkES TANURI,491.534.500,"3,28",L,ID
27-Feb-2026,CARS,INDUSTRI DAN PERDAGANGAN BINTRACO DHARM,AP TTb. kBALI BINTANG SEJAHTERA,447.286.300,"2,98",L,CP
27-Feb-2026,CARS,INDUSTRI DAN PERDAGANGAN BINTRACO DHARM,AT TEbRkRA KONSUMA INVESTAMA,433.098.300,"2,89",L,CP
27-Feb-2026,CARS,INDUSTRI DAN PERDAGANGAN BINTRACO DHARM,AB TLbUkE DRAGON FUND SPC,404.900.000,"2,70",A,IB
27-Feb-2026,CARS,INDUSTRI DAN PERDAGANGAN BINTRACO DHARM,AV TEbRkONICA COLONDAM,403.200.000,"2,69",L,ID
27-Feb-2026,CARS,INDUSTRI DAN PERDAGANGAN BINTRACO DHARM,AP TAbUkLUS TOTOK LUSIDA,400.000.000,"2,67",L,ID
27-Feb-2026,CARS,INDUSTRI DAN PERDAGANGAN BINTRACO DHARM,AJ TEbMkI WIYONO PRIHADI,390.000.000,"2,60",L,ID
27-Feb-2026,CARS,INDUSTRI DAN PERDAGANGAN BINTRACO DHARM,AP TTb TkRIMEGAH SEKURITAS INDONESIA TBK,316.760.015,"2,11",L,SC
27-Feb-2026,CARS,INDUSTRI DAN PERDAGANGAN BINTRACO DHARM,AJ TUbLkYANAWATI LUKMAN,285.438.800,"1,90",L,ID
27-Feb-2026,CARS,INDUSTRI DAN PERDAGANGAN BINTRACO DHARM,AA TGbUkS PRAYITNO WIRAWAN,275.763.700,"1,84",L,ID
27-Feb-2026,CARS,INDUSTRI DAN PERDAGANGAN BINTRACO DHARM,AP TTb. kMITRA PERDANA CITRA,248.774.600,"1,66",L,CP
27-Feb-2026,CARS,INDUSTRI DAN PERDAGANGAN BINTRACO DHARM,AR TObYk HIMAWAN,241.460.000,"1,61",L,ID
27-Feb-2026,CARS,INDUSTRI DAN PERDAGANGAN BINTRACO DHARM,AY TAbSkA MULTI INVESTAMA,223.265.700,"1,49",L,CP
27-Feb-2026,CARS,INDUSTRI DAN PERDAGANGAN BINTRACO DHARM,AG TAbMkMA ABDURRAHMAN THOHIR,211.971.100,"1,41",L,ID
27-Feb-2026,CARS,INDUSTRI DAN PERDAGANGAN BINTRACO DHARM,AZ TAbINkAL ARIFIN,199.384.100,"1,33",L,ID
27-Feb-2026,CARS,INDUSTRI DAN PERDAGANGAN BINTRACO DHARM,AV TIbNkI TABADIRI INVESTA PT,167.013.100,"1,11",L,CP
27-Feb-2026,CARS,INDUSTRI DAN PERDAGANGAN BINTRACO DHARM,AD TEbBkBY TANIA SAM,163.160.800,"1,09",L,ID
27-Feb-2026,CARS,INDUSTRI DAN PERDAGANGAN BINTRACO DHARM,AI RT.b Pk. SUDARTO,152.963.600,"1,02",L,ID
27-Feb-2026,CASA,CAPITAL FINANCIAL INDONESIA Tbk,PT CAPITAL STRATEGIC INVESCO,28.692.354.842,"52,67",L,CP
27-Feb-2026,CASA,CAPITAL FINANCIAL INDONESIA Tbk,Bellegade International Ltd,2.669.337.000,"4,90",A,CP
27-Feb-2026,CASA,CAPITAL FINANCIAL INDONESIA Tbk,ZILLION GLORY CONSULTANTS INC,2.669.300.000,"4,90",A,OT
27-Feb-2026,CASA,CAPITAL FINANCIAL INDONESIA Tbk,GOODSTAR (H.K.) LIMITED,2.500.000.000,"4,59",A,CP
27-Feb-2026,CASA,CAPITAL FINANCIAL INDONESIA Tbk,PT CAPITAL TECHNOLOGIES INDONESIA,2.400.000.000,"4,41",L,CP
27-Feb-2026,CASA,CAPITAL FINANCIAL INDONESIA Tbk,"CAPITAL GLOBAL STRATEGIC, PT",1.951.294.700,"3,58",L,CP
27-Feb-2026,CASA,CAPITAL FINANCIAL INDONESIA Tbk,EASTERN PEAK GROUP CORPORATION,1.604.758.500,"2,95",A,OT
27-Feb-2026,CASA,CAPITAL FINANCIAL INDONESIA Tbk,PT.Pacific Indocorpora Indonesia,1.534.103.300,"2,82",L,CP
27-Feb-2026,CASA,CAPITAL FINANCIAL INDONESIA Tbk,BANK JULIUS BAER & CO. LTD,1.202.326.300,"2,21",A,IB
27-Feb-2026,CASA,CAPITAL FINANCIAL INDONESIA Tbk,PT. Sejahtera Mahkota Persada,1.021.235.472,"1,87",L,CP
27-Feb-2026,CASA,CAPITAL FINANCIAL INDONESIA Tbk,POLAR INVESTMENT CORPORATION,959.800.000,"1,76",A,CP
27-Feb-2026,CASA,CAPITAL FINANCIAL INDONESIA Tbk,PT. BARA SEJAHTERA SUKSES,926.950.000,"1,70",L,CP
27-Feb-2026,CASA,CAPITAL FINANCIAL INDONESIA Tbk,AIRSTAR INTERNATIONAL LIMITED,854.342.500,"1,57",A,CP
27-Feb-2026,CASH,CASHLEZ WORLDWIDE INDONESIA Tbk,ANDRI WIJONO SUTIONO,483.748.114,"33,80",L,ID
27-Feb-2026,CASH,CASHLEZ WORLDWIDE INDONESIA Tbk,HASIM SUTIONO,381.438.351,"26,65",L,ID
27-Feb-2026,CASH,CASHLEZ WORLDWIDE INDONESIA Tbk,SANDRA ANGELIA,51.326.500,"3,59",L,ID
27-Feb-2026,CASH,CASHLEZ WORLDWIDE INDONESIA Tbk,ELIZABETH SANTOSA,44.981.500,"3,14",L,ID
27-Feb-2026,CASH,CASHLEZ WORLDWIDE INDONESIA Tbk,FELIANTRY SUGIYO,35.523.200,"2,48",L,ID
27-Feb-2026,CASH,CASHLEZ WORLDWIDE INDONESIA Tbk,ARIEF SUGIYO,31.082.000,"2,17",L,ID
27-Feb-2026,CASH,CASHLEZ WORLDWIDE INDONESIA Tbk,GOUW TEDJA KURNIAWAN,30.600.300,"2,14",L,ID
27-Feb-2026,CASH,CASHLEZ WORLDWIDE INDONESIA Tbk,UOB KAY HIAN PRIVATE LIMITED,28.318.770,"1,98",A,SC
27-Feb-2026,CASH,CASHLEZ WORLDWIDE INDONESIA Tbk,HENDARMIN AGUNGSETYA PURWANTO,27.319.500,"1,91",L,ID
27-Feb-2026,CASH,CASHLEZ WORLDWIDE INDONESIA Tbk,BUDIMAN TJAHYADIKARTA,25.666.856,"1,79",L,ID
27-Feb-2026,CASH,CASHLEZ WORLDWIDE INDONESIA Tbk,"OEI, ALLAN WIBISONO",22.028.200,"1,54",L,ID
27-Feb-2026,CASH,CASHLEZ WORLDWIDE INDONESIA Tbk,BOBBY SANTOSO,20.000.000,"1,40",L,ID
27-Feb-2026,CASH,CASHLEZ WORLDWIDE INDONESIA Tbk,FERRY BUDIRAHARDJO,17.003.668,"1,19",L,ID
27-Feb-2026,CASH,CASHLEZ WORLDWIDE INDONESIA Tbk,ITNAWATI LUKMAN,16.222.500,"1,13",L,ID
27-Feb-2026,CASS,CAHAYA AERO SERVICES Tbk,ROKET CIPTA SENTOSA PT,1.273.041.500,"61,00",L,CP
27-Feb-2026,CASS,CAHAYA AERO SERVICES Tbk,SATS LTD S/A SATS INVESTMENTS (II) PTE. LTD.,451.830.800,"21,65",A,CP
27-Feb-2026,CASS,CAHAYA AERO SERVICES Tbk,DRS SURONO SUBEKTI,118.002.200,"5,65",L,ID
27-Feb-2026,CASS,CAHAYA AERO SERVICES Tbk,OCBC SECURITIES PRIVATE LIMITED,47.629.400,"2,28",A,SC
27-Feb-2026,CASS,CAHAYA AERO SERVICES Tbk,UOB KAY HIAN PRIVATE LIMITED,33.465.200,"1,60",A,SC
27-Feb-2026,CASS,CAHAYA AERO SERVICES Tbk,UBS AG HONG KONG,21.742.900,"1,04",A,IB
27-Feb-2026,CASS,CAHAYA AERO SERVICES Tbk,FOURTON KOMODO INDONESIA EQUITY INVESTMENT FUND,21.695.500,"1,04",A,MF
27-Feb-2026,CBDK,BANGUN KOSAMBI SUKSES Tbk,PANTAI INDAH KAPUK DUA TBK PT,4.947.011.240,"87,27",L,CP
27-Feb-2026,CBDK,BANGUN KOSAMBI SUKSES Tbk,PT Agung Sedayu,77.519.380,"1,37",L,CP
27-Feb-2026,CBMF,CAHAYA BINTANG MEDAN Tbk,"RICHIWA SAKTI INDONESIA, PT",1.270.000.000,"67,73",L,CP
27-Feb-2026,CBMF,CAHAYA BINTANG MEDAN Tbk,"SINAR MAKMUR REZEKI, PT",155.000.000,"8,27",L,CP
27-Feb-2026,CBMF,CAHAYA BINTANG MEDAN Tbk,Benny,25.000.000,"1,33",L,ID
27-Feb-2026,CBPE,CITRA BUANA PRASIDA Tbk,SANDHI PARAMA NUSA,992.031.000,"73,15",L,CP
27-Feb-2026,CBPE,CITRA BUANA PRASIDA Tbk,GAERY DJOHARI,92.969.000,"6,85",L,ID
27-Feb-2026,CBPE,CITRA BUANA PRASIDA Tbk,WELLY DJOHARI,67.541.300,"4,98",L,ID
27-Feb-2026,CBPE,CITRA BUANA PRASIDA Tbk,PT. EKANUSA SANDHITHAMA PERSADHA,67.422.000,"4,97",L,CP
27-Feb-2026,CBPE,CITRA BUANA PRASIDA Tbk,PT WIRAKY NUSA TELEKOMUNIKASI,66.666.600,"4,92",L,CP
27-Feb-2026,CBPE,CITRA BUANA PRASIDA Tbk,PT ARTAPURA NUSANTARA,32.158.100,"2,37",L,CP
27-Feb-2026,CBRE,CAKRA BUANA RESOURCES ENERGI Tbk,PT OMUDAS INVESTMENT HOLDCO,2.774.000.000,"61,13",L,CP
27-Feb-2026,CBRE,CAKRA BUANA RESOURCES ENERGI Tbk,PT REPUBLIK CAPITAL INDONESIA,513.000.000,"11,30",L,CP
27-Feb-2026,CBRE,CAKRA BUANA RESOURCES ENERGI Tbk,ANDRY HAKIM,228.000.074,"5,02",L,ID
27-Feb-2026,CBRE,CAKRA BUANA RESOURCES ENERGI Tbk,PT. KAMPUS SAHAM INDONESIA,64.000.013,"1,41",L,CP
27-Feb-2026,CBUT,CITRA BORNEO UTAMA Tbk,PT SAWIT SUMBERMAS SARANA TBK,2.194.263.700,"70,22",L,CP
27-Feb-2026,CBUT,CITRA BORNEO UTAMA Tbk,MAYBANK GLOBAL GROWTH FUND VCC - MAYBANK GLOBAL GROWTH FUND 1,344.111.000,"11,01",A,IB
27-Feb-2026,CBUT,CITRA BORNEO UTAMA Tbk,CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,153.125.100,"4,90",A,IB
27-Feb-2026,CBUT,CITRA BORNEO UTAMA Tbk,MITRA MENDAWAI SEJATI,125.000.000,"4,00",L,CP
27-Feb-2026,CBUT,CITRA BORNEO UTAMA Tbk,KALIMANTAN SAWIT ABADI,125.000.000,"4,00",L,CP
27-Feb-2026,CBUT,CITRA BORNEO UTAMA Tbk,CITRA BORNEO INDAH,55.736.300,"1,78",L,CP
27-Feb-2026,CBUT,CITRA BORNEO UTAMA Tbk,PT BULAN SEGA LESTARI,42.615.600,"1,36",L,CP
27-Feb-2026,CBUT,CITRA BORNEO UTAMA Tbk,PT SUDON JASA INVESTAMA,39.877.600,"1,28",L,CP
27-Feb-2026,CCSI,COMMUNICATION CABLE SYSTEMS INDONESIA Tbk,GRAHATAMA KREASIBARU,470.720.563,"35,30",L,CP
27-Feb-2026,CCSI,COMMUNICATION CABLE SYSTEMS INDONESIA Tbk,PT Lingkar Matra,244.639.718,"18,35",L,CP
27-Feb-2026,CCSI,COMMUNICATION CABLE SYSTEMS INDONESIA Tbk,SAPTADAYA BUMITAMA PERSADA PT.,244.639.718,"18,35",L,CP
27-Feb-2026,CCSI,COMMUNICATION CABLE SYSTEMS INDONESIA Tbk,CENTRAL BUSINESS ALLIANCE PTE. LTD.,133.233.112,"9,99",A,CP
27-Feb-2026,CCSI,COMMUNICATION CABLE SYSTEMS INDONESIA Tbk,PETER DJATMIKO,111.625.000,"8,37",L,ID
27-Feb-2026,CCSI,COMMUNICATION CABLE SYSTEMS INDONESIA Tbk,UNITED OVERSEAS BANK NOMINEES (PRIVATE) LIMITED,17.510.020,"1,31",A,CP
27-Feb-2026,CDIA,CHANDRA DAYA INVESTASI Tbk,PT CHANDRA ASRI PACIFIC TBK,74.897.620.800,"60,00",L,CP
27-Feb-2026,CDIA,CHANDRA DAYA INVESTASI Tbk,PHOENIX POWER B.V.,37.448.816.400,"30,00",A,CP
27-Feb-2026,CDIA,CHANDRA DAYA INVESTASI Tbk,BANGKOK BANK PUBLIC COMPANY LIMITED,1.250.000.000,"1,00",A,IB
